subject,combo,condition,window_number,F1,F3,C3,P3,O1,F7,T3,T5,Fz,Cz,Pz,Oz,T6,T4,F8,O2,P4,C4,F4,F2,OPTO
30_01,c1,oc,1,0.9541034680630798,0.9357964372393629,0.9241771185846506,0.8724128042770144,0.9364267816922942,0.9604693080105837,0.9453837379694482,0.9259023469484584,0.9024168390406413,0.9738902395670268,0.9428646506944096,0.9178930328917484,0.9491631648671147,0.9889329262694322,0.9863756252606423,0.891068187329965,0.9367764601562876,0.9692164169248115,0.9767183222389229,0.992905483475519,0.8030288441726878
30_01,c1,oc,66,0.9493577234339159,0.9314256418327029,0.9158918898616332,0.8756978458819499,0.9295573641474426,0.960551519884991,0.9397775910059016,0.9163845642917768,0.9084557881263267,0.9656888649926799,0.9297197181020382,0.9122112564717644,0.9427093946502392,0.9826560157619643,0.9855587150010081,0.8790529703950276,0.9246142753101021,0.9625848966984765,0.9741876476764123,0.9927982500185527,0.8065176604609481
30_01,c1,oc,131,0.9491315241289449,0.9258889652680949,0.9170851019069711,0.875858919390965,0.9247924015801119,0.9624726487006537,0.9490002787863401,0.9114429539152507,0.9041462462182863,0.9661649795107006,0.9292131759807148,0.9137237005667032,0.9286278864686247,0.9808203685118417,0.984910739142783,0.8810641982609376,0.9241125393077008,0.9579671112290873,0.9743704055425498,0.9894397377979979,0.802109576548503
30_01,c1,oc,196,0.9488926616513981,0.916317015137691,0.9139546871422217,0.8690193054375548,0.9294684943975086,0.9608269848411739,0.9508587503628224,0.8994783453016567,0.8887469934220383,0.966697067627542,0.9296086255911028,0.9178967641979818,0.9313668055125304,0.9762601626630744,0.9833089151596921,0.890829264368994,0.9206293711503332,0.9561017386367913,0.9681069579451733,0.9879343259264537,0.8233378102994031
30_01,c1,oc,261,0.9509583797342032,0.91637026876911,0.9279110744692559,0.8762121790009765,0.9353910938975547,0.9560382638671681,0.9525407486022913,0.9068607211099186,0.8775799577693825,0.9659263152960421,0.9300374554724271,0.919839713420175,0.9279515426758868,0.9744783831538769,0.9819389936536559,0.8959418522349235,0.9189818689171111,0.9588596964633679,0.9687688937399082,0.9829387741163191,0.8193733546702506
30_01,c1,oc,326,0.9562750396536085,0.9157707084343858,0.9211279291386,0.8739573595041457,0.9393013795251708,0.9592153369910786,0.9527597192386495,0.9191357152998119,0.8650989608645084,0.9642909904251281,0.9388849455733089,0.9219006006699073,0.9328299560506167,0.9764463505564362,0.9822056848898133,0.8986701860592436,0.9211416820645867,0.9630467622816591,0.969643349203966,0.9837645368134846,0.813246783215743
30_01,c1,oc,391,0.9635169530358646,0.9161055561835454,0.9141039251319671,0.884067383470837,0.940111638912878,0.9603260884759787,0.9586827654806765,0.9267954217100335,0.867138566496293,0.9651383804784456,0.9492156787965275,0.9258689826999448,0.9413987433550157,0.9766238823385928,0.9797878821841275,0.9130934477337876,0.9258250406603075,0.9617687693706504,0.9643708349980754,0.985998397585332,0.8141309187901293
30_01,c1,oc,456,0.9636182349496947,0.9163794287889016,0.9110160252351582,0.8857260679073328,0.9390037835215517,0.9600155871724179,0.9591856081835741,0.9281958620269359,0.8739155808921237,0.9682896043579219,0.9564060618271946,0.9262398426083747,0.9547100044642279,0.974990006157362,0.9795456947971142,0.9260410649443336,0.9324945148816415,0.9638140468067036,0.9693697374722169,0.9901202203431453,0.789945153389726
30_01,c1,oc,521,0.9622114164913965,0.9151457613940598,0.9055620268216039,0.8863306449785381,0.9325924935594225,0.9602751326130651,0.9620842647895379,0.9237906940552306,0.8701291178305496,0.9677731338913803,0.9597559197453598,0.9283996182536629,0.9593961573720283,0.9750776553319048,0.981845097095759,0.9292960809085674,0.928044460822238,0.962781143516197,0.9633358908054853,0.9910684378582307,0.7969628629509502
30_01,c1,oc,586,0.964088061296826,0.924963789117142,0.9077290391304034,0.8776372347582481,0.9199084317998225,0.9733602826694235,0.9653005597731542,0.9184176329077253,0.8782398517020373,0.9669271428021243,0.9590049662362073,0.9264493126938267,0.961576560164884,0.9737629122484186,0.9813028755357017,0.9285706244494097,0.9224445422361245,0.9638235225855698,0.9672637103978498,0.9922021264329662,0.7980944964741873
30_01,c1,oc,651,0.9589669770842438,0.9137766224099473,0.9080691300439913,0.8774940515408413,0.9243643438537381,0.9708383416887163,0.9659847606257188,0.9225187357312545,0.8756270562033245,0.95880631432159,0.9583219055782035,0.9280907178003686,0.9610516308299648,0.9727103427296799,0.9769860412019532,0.9313763649123267,0.9174766065045435,0.9603345052420558,0.9645803452186101,0.991193460283574,0.8014032259224719
30_01,c1,oc,716,0.9627160450852834,0.9111365650659838,0.9179253774759919,0.8739318249379401,0.9308600207060568,0.9747769826083519,0.9665112308303692,0.9250221756854028,0.8763677880757402,0.9619055458185468,0.9611240871727317,0.9266364319054363,0.9591347574741745,0.9735418430537808,0.973152941475733,0.9264599425383881,0.9170902873114524,0.9638220922499132,0.966676689519975,0.9903904853906526,0.8082419494679477
30_01,c1,oc,781,0.965694737288871,0.913054114750649,0.916209052350774,0.8812555316717438,0.9282975926826437,0.9762568893427535,0.9628234177395503,0.9286413079799368,0.884008601299679,0.9624695057822867,0.9656976587261674,0.9220704906028107,0.9641711796611563,0.9744949752923325,0.9724236957622122,0.9186971846678944,0.9274916670371756,0.9646874547607555,0.9636752091777385,0.9915710536512253,0.8080116844017883
30_01,c1,oc,846,0.9598105724342115,0.9081543688798837,0.9153085076833681,0.8840653819357677,0.9223820014606564,0.976290065745135,0.9581874945997458,0.9325702476379328,0.8823663446016253,0.960336655266345,0.9660784256926855,0.9255892879975481,0.9659853408282162,0.9810327605038492,0.9790894829250496,0.9144355371703727,0.9276667549308674,0.9653827477315854,0.9696646953232333,0.9927402438959759,0.8080158659048922
30_01,c1,oc,911,0.9660203220030157,0.909608745345166,0.900847149974806,0.8696179114680023,0.9166574545562913,0.9787802584449957,0.9542365439307299,0.9295462172761451,0.8936368638719501,0.9622553544539054,0.96476081446707,0.9254340640275431,0.9713664860472759,0.9870996217866826,0.9827255079558396,0.9123975287753681,0.9279482284369094,0.9697314461513703,0.9669167385100437,0.9942046668630522,0.8057221922027618
30_01,c1,oc,976,0.9585297568852688,0.8999391077089097,0.9012439469506943,0.8675552892493307,0.9079365654391969,0.9763931224812464,0.9521037523570981,0.915221348809213,0.8956412992808102,0.9681489151558326,0.9621721283163971,0.9289654765240734,0.9705360885642315,0.9883140969523689,0.9836865399087509,0.9110896556123449,0.9259160552900003,0.9690674470086955,0.962426941201103,0.9919108319805351,0.8196645675772585
30_01,c1,oc,1041,0.9537119679543794,0.9013806774761498,0.9057520262311208,0.8646068088410579,0.9058517182351451,0.9749923066197413,0.9472470448487009,0.920028239104037,0.8895194615851566,0.9651140578226277,0.9550759570156205,0.9264235693136712,0.9675439556719051,0.9843441839730637,0.9860769006939105,0.8993190723579763,0.9172457623191763,0.9651622921706051,0.9645240265461205,0.9919988616986656,0.8219394564950326
30_01,c1,oc,1106,0.9497661859291444,0.8980223057032451,0.905756557337373,0.8627332457015436,0.9063279387264919,0.9722728741374617,0.9457490147391745,0.915370920067893,0.8845468161532487,0.961870625226871,0.9431301770743844,0.9189603000145601,0.965382397021068,0.9842634362135194,0.9836288847607476,0.8869596007121076,0.9101338930073594,0.958062740698264,0.9575001931786418,0.9901691925780675,0.8277525659011882
30_01,c1,oc,1171,0.9450433766603127,0.88808831748354,0.899153872746741,0.8601863642330329,0.9114618055865695,0.9643543327090682,0.9400712579671382,0.919796153729072,0.8820335317611556,0.9538928216017678,0.9314793088145736,0.9090922205774818,0.9615872189823694,0.980327522679164,0.9788866451435795,0.8757458936580915,0.9041574743617301,0.9510201483991548,0.9588809132644271,0.9909369228223721,0.8226664752859048
30_01,c1,oc,1236,0.9395480440940062,0.8846430959967087,0.9008168232058493,0.8663873283431559,0.9290484606260384,0.9560956788465063,0.9369156933605555,0.9279938994939155,0.8765220141311374,0.9503030548917032,0.927983552828243,0.9174808019025674,0.9660020663744805,0.9782420021956141,0.980311452780857,0.8855282798187909,0.9082963333019834,0.9467073164653429,0.9523093744072878,0.9892537426078589,0.8147727309635083
30_01,c1,oc,1301,0.9402817422790557,0.8834949622560768,0.8957177413756445,0.8691598924467785,0.9380999036382811,0.9498405044227575,0.9350039714148202,0.9378473216457228,0.8753106508298024,0.9556471331743446,0.941059027115417,0.9154776125067287,0.9676146676828766,0.9810207496091983,0.9820943949608665,0.8998014224435156,0.9195574574798213,0.9504317645086086,0.9542008002030994,0.9892166515512788,0.806016340520228
30_01,c1,oc,1366,0.9396292541222971,0.8867660668627677,0.8892164636345073,0.8757340268834092,0.9492492486271522,0.9523340456872088,0.9370449991967925,0.9408830226392223,0.8747733383762317,0.9546598544644153,0.9421826400243438,0.9147960632792631,0.9702692761373273,0.9776591267683363,0.9809823026155883,0.9172771388020008,0.9195658137970547,0.9484299541542213,0.9532685861327671,0.9889788959544692,0.8056602481675025
30_01,c1,oc,1431,0.9485102406563233,0.8832969688155325,0.8881161115492254,0.8829364445750859,0.9569929156521557,0.954498201356929,0.949325868171758,0.9476841116054847,0.8670546943294712,0.9576102536288548,0.9431358334928863,0.9144908376033598,0.9696605961558382,0.9775141190178298,0.9810487056301552,0.9223129018129286,0.917029791057554,0.9486581618705421,0.9563641917119496,0.9897404106669633,0.8024407767720935
30_01,c1,oc,1496,0.958159665255883,0.8937231254226032,0.8931033822193235,0.8865760274209754,0.9582790123694267,0.9567304207846703,0.9517210353270897,0.9452620170665025,0.8711071570296164,0.9630765367597539,0.9502748377140957,0.9156142508156375,0.9696314032051091,0.976736399362595,0.9779389880318504,0.9318301008685841,0.9288043077098397,0.9560993272635662,0.9568057718601374,0.9878378376542002,0.780938212540075
30_01,c1,oc,1561,0.9562607652796269,0.8897803375953496,0.900280963385339,0.8967856230240621,0.9622467694775042,0.9548663839317648,0.9590384086721792,0.9467550575475996,0.8711624907298416,0.9612467714548438,0.9550954466909538,0.9132119623554651,0.972886259906915,0.9721096951566337,0.9740448015738215,0.9353562347030117,0.9328937936548194,0.9556966092021562,0.9452218546807634,0.9862764262675933,0.7836612750652988
