subject,combo,condition,window_number,F1,F3,C3,P3,O1,F7,T3,T5,Fz,Cz,Pz,Oz,T6,T4,F8,O2,P4,C4,F4,F2,OPTO
30_01,c2,oc,1,0.9544186319510719,0.9293600133128622,0.9251267029315519,0.8786824298864805,0.9382051526492755,0.9628456296330626,0.9529122132023139,0.9295109387436706,0.88828315376654,0.972115229410183,0.9468922606879435,0.92319451268615,0.9496680300100534,0.98347154851697,0.9860421741787749,0.9085412314166684,0.9332329253589741,0.9660499075744182,0.9774361467237574,0.9912852096689008,0.7989543798821553
30_01,c2,oc,66,0.9542575568913765,0.9231622760137287,0.9165644647957067,0.8841504883238394,0.9424900603201923,0.9635618797103914,0.9551164122298066,0.9293012072960434,0.892625877842224,0.9688120018153114,0.9488233253658046,0.9222281321790811,0.9474633762367143,0.9806950133829431,0.9825441972963836,0.907190820275906,0.9309272904892653,0.9635447768765921,0.97361321399026,0.9922102305703114,0.8079531266784015
30_01,c2,oc,131,0.9574148896737595,0.9191533227955577,0.9145227928405555,0.8886382310270762,0.940893211634363,0.9641825253654525,0.9576989203308306,0.9300523809900502,0.8935132682423793,0.9665354577781657,0.9511774024423059,0.9249801150930984,0.9473091341247939,0.9780721084251079,0.9810781490162559,0.908584885546273,0.9305203729620483,0.9621373821406901,0.973180786960626,0.9923515979924946,0.8056339968641371
30_01,c2,oc,196,0.9573251983194719,0.9140507819643993,0.9094015444886351,0.883465007565926,0.934708205969249,0.965479793880985,0.9584212564711209,0.9193780109577564,0.8853750673911018,0.9643464013805811,0.9514680313440301,0.9243813188987378,0.950145669921344,0.977186795203899,0.981418338389068,0.9128345231094463,0.9306593488688231,0.9617014713363323,0.9702423519811726,0.9920085277756541,0.8177540572550575
30_01,c2,oc,261,0.9616440293352027,0.9203291092146271,0.9151392967079643,0.8789190025911428,0.9279229593543318,0.967882530862086,0.9615057481317013,0.9154749330306209,0.8851522880824799,0.966214213511475,0.9501550438237274,0.9223897569419958,0.9480267914044773,0.9773056201203457,0.981469967331768,0.9096472857903347,0.9236945662249941,0.9640327273760962,0.9694944675224012,0.990615883226679,0.8228070698466478
30_01,c2,oc,326,0.9627896739070599,0.9163550156346634,0.9124620751971058,0.8740134538016133,0.9296599792399268,0.9685776065933918,0.9607611999711207,0.9180857523014679,0.8792122982262153,0.9633916479887216,0.9512003342213413,0.926753805168708,0.9493129721149265,0.978183349971611,0.9820025152927864,0.9107091692244301,0.9202969134204112,0.9652471070777006,0.9671229570157239,0.9914058259763333,0.8174265510223636
30_01,c2,oc,391,0.9654319510850967,0.9185827889053054,0.9162398415656804,0.8731999035952502,0.9246758963501414,0.9708871492303821,0.9608612325520595,0.919628969960989,0.8796527215278053,0.9640731509794479,0.9514634687625515,0.9254969580710518,0.9501318141230701,0.9771380145055597,0.9807929338869004,0.90973910365841,0.9185013743203811,0.9651772498277865,0.9659035035963167,0.9903837664196504,0.8152025934853513
30_01,c2,oc,456,0.9656269468429727,0.9195078581798887,0.9176126931958348,0.8734175648362135,0.9224947914641469,0.9718066952687081,0.9598580985489379,0.9200981578335371,0.8837223435906875,0.9669108177197604,0.9568668425439273,0.9223451593213138,0.9567107073013383,0.9782820813287786,0.9814369706078756,0.9132646645970969,0.9284652933157294,0.9660392010063474,0.9667199522880676,0.9915974829527384,0.7985630530724923
30_01,c2,oc,521,0.9610985800439968,0.9144932363300502,0.915377037594855,0.8775952860212556,0.9248228324930522,0.9693735939018061,0.9591417561596212,0.9247802371533878,0.8788595705445095,0.9678562595475073,0.9580945941947083,0.9277905802000873,0.959577342649644,0.9807320262404986,0.9846232573677434,0.9133727344990925,0.9236729805281914,0.9637593515644622,0.9646828970083196,0.992759381130462,0.8035339944595595
30_01,c2,oc,586,0.9632722068125883,0.9170351863942475,0.9125402716437293,0.8746106375520689,0.9241623696026009,0.9744889407452614,0.9573787949910687,0.9259160878229665,0.8823731990879375,0.9658928234911124,0.9593130619989365,0.9286843610325956,0.9648632311127026,0.982236551097664,0.9849776520515412,0.9198050830811904,0.9263554626086203,0.9665006607458173,0.9689972536317276,0.9930665496952465,0.7954177325485903
